scenario,timestamp,junction,vehicle_count,queue_length,average_speed,average_waiting,congestion_level
j2_surge,1.0,J1,2,0,13.9,0.0,LOW
j2_surge,1.0,J2,2,0,12.73,0.0,LOW
j2_surge,1.0,J3,3,0,13.61,0.0,LOW
j2_surge,1.0,J4,2,0,13.11,0.0,LOW
j2_surge,6.0,J1,4,0,12.51,0.0,LOW
j2_surge,6.0,J2,4,0,12.05,0.0,LOW
j2_surge,6.0,J3,3,0,12.6,0.0,LOW
j2_surge,6.0,J4,2,0,12.17,0.0,LOW
j2_surge,11.0,J1,8,2,8.46,0.0,MODERATE
j2_surge,11.0,J2,7,1,10.47,0.14,MODERATE
j2_surge,11.0,J3,3,1,8.79,0.33,MODERATE
j2_surge,11.0,J4,3,1,9.17,0.0,LOW
j2_surge,16.0,J1,11,5,5.99,1.09,MODERATE
j2_surge,16.0,J2,8,2,9.12,0.75,MODERATE
j2_surge,16.0,J3,4,1,8.17,1.5,MODERATE
j2_surge,16.0,J4,7,1,10.47,0.57,MODERATE
j2_surge,21.0,J1,10,5,5.15,3.4,MODERATE
j2_surge,21.0,J2,8,2,8.31,1.75,MODERATE
j2_surge,21.0,J3,5,2,6.8,2.8,MODERATE
j2_surge,21.0,J4,8,1,10.24,1.12,MODERATE
j2_surge,26.0,J1,12,8,3.54,5.08,HIGH
j2_surge,26.0,J2,9,3,7.49,3.0,MODERATE
j2_surge,26.0,J3,7,3,6.73,3.43,MODERATE
j2_surge,26.0,J4,7,2,8.93,2.0,MODERATE
j2_surge,31.0,J1,16,10,4.39,6.25,CRITICAL
j2_surge,31.0,J2,11,5,6.87,4.18,MODERATE
j2_surge,31.0,J3,5,3,4.81,7.2,HIGH
j2_surge,31.0,J4,9,3,9.02,2.67,MODERATE
j2_surge,36.0,J1,16,11,3.24,9.12,CRITICAL
j2_surge,36.0,J2,11,6,5.71,6.55,HIGH
j2_surge,36.0,J3,7,4,4.8,7.29,HIGH
j2_surge,36.0,J4,7,2,9.46,4.86,MODERATE
j2_surge,41.0,J1,17,13,2.3,11.94,CRITICAL
j2_surge,41.0,J2,12,7,4.83,8.5,HIGH
j2_surge,41.0,J3,8,4,4.66,8.88,HIGH
j2_surge,41.0,J4,7,3,7.23,6.29,MODERATE
j2_surge,46.0,J1,20,16,1.88,10.0,CRITICAL
j2_surge,46.0,J2,14,8,4.15,5.29,HIGH
j2_surge,46.0,J3,9,5,5.75,3.33,MODERATE
j2_surge,46.0,J4,9,5,5.46,0.56,MODERATE
j2_surge,51.0,J1,21,11,3.62,1.57,CRITICAL
j2_surge,51.0,J2,17,4,5.44,0.59,HIGH
j2_surge,51.0,J3,9,3,6.17,0.33,MODERATE
j2_surge,51.0,J4,11,4,5.65,0.91,MODERATE
j2_surge,56.0,J1,25,7,6.13,0.76,CRITICAL
j2_surge,56.0,J2,19,6,7.36,1.74,HIGH
j2_surge,56.0,J3,9,3,7.69,1.78,MODERATE
j2_surge,56.0,J4,13,6,7.18,2.46,HIGH
j2_surge,61.0,J1,22,3,7.29,1.55,HIGH
j2_surge,61.0,J2,22,9,6.33,2.91,HIGH
j2_surge,61.0,J3,7,3,6.06,4.43,MODERATE
j2_surge,61.0,J4,11,7,4.64,5.18,HIGH
j2_surge,66.0,J1,16,5,8.23,3.19,HIGH
j2_surge,66.0,J2,24,11,5.93,4.46,CRITICAL
j2_surge,66.0,J3,8,4,5.68,6.0,MODERATE
j2_surge,66.0,J4,10,7,3.66,8.7,HIGH
j2_surge,71.0,J1,10,5,6.1,7.2,MODERATE
j2_surge,71.0,J2,27,14,5.44,5.89,CRITICAL
j2_surge,71.0,J3,8,5,3.62,8.5,HIGH
j2_surge,71.0,J4,10,8,2.25,12.1,CRITICAL
j2_surge,76.0,J1,13,6,6.33,7.46,HIGH
j2_surge,76.0,J2,26,16,4.11,8.62,CRITICAL
j2_surge,76.0,J3,8,6,2.19,11.88,CRITICAL
j2_surge,76.0,J4,13,8,3.64,12.23,HIGH
j2_surge,81.0,J1,13,7,5.54,9.69,HIGH
j2_surge,81.0,J2,25,18,2.82,12.08,CRITICAL
j2_surge,81.0,J3,11,7,4.76,11.36,HIGH
j2_surge,81.0,J4,11,9,0.94,18.36,CRITICAL
j2_surge,86.0,J1,12,7,5.14,13.25,HIGH
j2_surge,86.0,J2,27,21,2.61,14.44,CRITICAL
j2_surge,86.0,J3,11,7,3.61,14.27,HIGH
j2_surge,86.0,J4,13,10,2.25,19.23,CRITICAL
j2_surge,91.0,J1,14,9,4.46,5.0,HIGH
j2_surge,91.0,J2,28,22,1.78,12.89,CRITICAL
j2_surge,91.0,J3,10,8,3.13,7.1,HIGH
j2_surge,91.0,J4,16,13,2.45,8.44,CRITICAL
j2_surge,96.0,J1,14,4,6.21,0.5,MODERATE
j2_surge,96.0,J2,28,19,3.06,4.57,CRITICAL
j2_surge,96.0,J3,11,0,7.43,0.0,MODERATE
j2_surge,96.0,J4,15,2,7.31,0.47,HIGH
j2_surge,101.0,J1,17,6,7.89,1.59,HIGH
j2_surge,101.0,J2,30,13,5.67,1.27,CRITICAL
j2_surge,101.0,J3,12,1,11.79,0.25,MODERATE
j2_surge,101.0,J4,14,3,9.57,1.29,MODERATE
j2_surge,106.0,J1,14,7,5.39,4.0,HIGH
j2_surge,106.0,J2,25,6,7.16,2.4,CRITICAL
j2_surge,106.0,J3,9,3,8.71,0.89,MODERATE
j2_surge,106.0,J4,13,3,9.52,2.54,MODERATE
j2_surge,111.0,J1,14,8,4.71,6.64,HIGH
j2_surge,111.0,J2,20,8,6.28,4.5,HIGH
j2_surge,111.0,J3,6,2,8.53,3.0,MODERATE
j2_surge,111.0,J4,14,4,8.35,3.43,MODERATE
j2_surge,116.0,J1,16,10,3.42,8.56,CRITICAL
j2_surge,116.0,J2,19,9,6.37,6.68,HIGH
j2_surge,116.0,J3,6,3,5.57,4.67,MODERATE
j2_surge,116.0,J4,15,4,8.78,4.53,HIGH
j2_surge,121.0,J1,16,13,1.8,12.0,CRITICAL
j2_surge,121.0,J2,20,10,6.24,8.4,CRITICAL
j2_surge,121.0,J3,8,4,6.26,5.25,MODERATE
j2_surge,121.0,J4,14,4,7.67,6.29,MODERATE
j2_surge,126.0,J1,18,14,1.99,14.22,CRITICAL
j2_surge,126.0,J2,18,11,4.88,11.89,CRITICAL
j2_surge,126.0,J3,8,4,6.2,7.38,MODERATE
j2_surge,126.0,J4,14,4,7.96,7.71,MODERATE
j2_surge,131.0,J1,21,17,2.32,15.67,CRITICAL
j2_surge,131.0,J2,19,12,4.7,13.89,CRITICAL
j2_surge,131.0,J3,8,5,4.46,9.88,HIGH
j2_surge,131.0,J4,13,6,6.42,9.92,HIGH
j2_surge,136.0,J1,23,19,1.97,12.3,CRITICAL
j2_surge,136.0,J2,19,14,2.77,8.16,CRITICAL
j2_surge,136.0,J3,8,5,4.59,4.38,HIGH
j2_surge,136.0,J4,13,8,5.03,0.46,HIGH
j2_surge,141.0,J1,25,13,3.84,2.04,CRITICAL
j2_surge,141.0,J2,20,5,6.22,0.5,HIGH
j2_surge,141.0,J3,10,1,8.53,0.0,MODERATE
j2_surge,141.0,J4,12,8,4.41,1.42,HIGH
j2_surge,146.0,J1,27,9,6.47,0.7,CRITICAL
j2_surge,146.0,J2,22,6,8.1,1.36,HIGH
j2_surge,146.0,J3,10,3,8.44,0.6,MODERATE
j2_surge,146.0,J4,16,8,6.46,3.12,HIGH
j2_surge,151.0,J1,24,4,8.8,1.5,HIGH
j2_surge,151.0,J2,22,9,7.44,2.77,HIGH
j2_surge,151.0,J3,6,3,5.17,3.0,MODERATE
j2_surge,151.0,J4,14,8,4.92,6.07,HIGH
j2_surge,156.0,J1,17,5,8.69,3.29,HIGH
j2_surge,156.0,J2,23,11,6.3,4.43,CRITICAL
j2_surge,156.0,J3,7,4,4.57,4.71,HIGH
j2_surge,156.0,J4,11,9,2.37,11.18,CRITICAL
j2_surge,161.0,J1,13,6,6.26,6.23,HIGH
j2_surge,161.0,J2,26,13,5.48,5.88,CRITICAL
j2_surge,161.0,J3,7,5,3.3,7.29,HIGH
j2_surge,161.0,J4,14,10,3.6,12.0,CRITICAL
j2_surge,166.0,J1,13,6,6.66,8.38,HIGH
j2_surge,166.0,J2,25,15,4.52,8.48,CRITICAL
j2_surge,166.0,J3,8,5,3.59,8.88,HIGH
j2_surge,166.0,J4,14,10,2.52,15.57,CRITICAL
j2_surge,171.0,J1,12,7,5.15,11.58,HIGH
j2_surge,171.0,J2,25,17,3.42,11.4,CRITICAL
j2_surge,171.0,J3,9,6,3.97,10.44,HIGH
j2_surge,171.0,J4,14,11,1.65,19.29,CRITICAL
j2_surge,176.0,J1,14,7,5.01,12.36,HIGH
j2_surge,176.0,J2,25,19,2.46,14.72,CRITICAL
j2_surge,176.0,J3,9,8,1.31,13.67,CRITICAL
j2_surge,176.0,J4,16,13,2.43,20.5,CRITICAL
j2_surge,181.0,J1,16,11,3.64,3.5,CRITICAL
j2_surge,181.0,J2,26,22,1.67,12.73,CRITICAL
j2_surge,181.0,J3,10,8,2.73,5.0,CRITICAL
j2_surge,181.0,J4,17,14,2.15,12.71,CRITICAL
j2_surge,186.0,J1,14,5,6.0,1.07,MODERATE
j2_surge,186.0,J2,27,18,2.67,3.85,CRITICAL
j2_surge,186.0,J3,11,1,8.76,0.09,MODERATE
j2_surge,186.0,J4,14,2,6.29,0.21,MODERATE
j2_surge,191.0,J1,18,7,7.67,2.33,HIGH
j2_surge,191.0,J2,29,10,6.25,1.21,CRITICAL
j2_surge,191.0,J3,11,1,11.05,0.55,MODERATE
j2_surge,191.0,J4,14,2,10.61,0.71,MODERATE
j2_surge,196.0,J1,17,8,5.96,4.41,HIGH
j2_surge,196.0,J2,24,5,7.73,2.12,HIGH
j2_surge,196.0,J3,7,2,8.06,1.86,MODERATE
j2_surge,196.0,J4,11,2,8.87,1.82,MODERATE
j2_surge,201.0,J1,14,9,3.52,8.29,HIGH
j2_surge,201.0,J2,17,6,6.31,4.71,HIGH
j2_surge,201.0,J3,7,2,7.8,3.29,MODERATE
j2_surge,201.0,J4,14,3,8.54,2.36,MODERATE
j2_surge,206.0,J1,16,11,2.63,10.31,CRITICAL
j2_surge,206.0,J2,17,8,5.79,6.76,HIGH
j2_surge,206.0,J3,6,3,6.1,6.0,MODERATE
j2_surge,206.0,J4,15,3,8.04,3.2,HIGH
j2_surge,211.0,J1,19,14,2.91,11.89,CRITICAL
j2_surge,211.0,J2,18,9,6.18,8.5,HIGH
j2_surge,211.0,J3,8,4,5.31,6.38,MODERATE
j2_surge,211.0,J4,16,3,8.51,3.94,HIGH
j2_surge,216.0,J1,20,15,2.62,14.7,CRITICAL
j2_surge,216.0,J2,17,9,5.08,11.59,HIGH
j2_surge,216.0,J3,6,4,4.33,11.83,HIGH
j2_surge,216.0,J4,14,4,8.0,5.79,MODERATE
j2_surge,221.0,J1,22,18,1.91,16.86,CRITICAL
j2_surge,221.0,J2,18,11,4.63,13.67,CRITICAL
j2_surge,221.0,J3,9,5,5.48,10.22,MODERATE
j2_surge,221.0,J4,13,4,7.68,7.77,MODERATE
j2_surge,226.0,J1,24,22,1.15,11.88,CRITICAL
j2_surge,226.0,J2,18,12,3.29,7.39,CRITICAL
j2_surge,226.0,J3,10,8,2.45,4.4,CRITICAL
j2_surge,226.0,J4,12,7,5.05,1.08,HIGH
j2_surge,231.0,J1,23,13,3.66,2.7,CRITICAL
j2_surge,231.0,J2,19,6,5.51,0.63,HIGH
j2_surge,231.0,J3,11,3,6.3,0.64,MODERATE
j2_surge,231.0,J4,12,6,4.12,1.67,HIGH
j2_surge,236.0,J1,25,9,6.88,0.68,CRITICAL
j2_surge,236.0,J2,22,6,7.85,1.55,HIGH
j2_surge,236.0,J3,10,3,8.88,2.2,MODERATE
j2_surge,236.0,J4,16,7,6.78,3.25,HIGH
j2_surge,241.0,J1,21,2,8.18,1.14,HIGH
j2_surge,241.0,J2,24,10,6.96,2.75,CRITICAL
j2_surge,241.0,J3,8,5,4.13,4.75,HIGH
j2_surge,241.0,J4,14,9,4.22,6.29,HIGH
j2_surge,246.0,J1,18,4,8.24,2.06,HIGH
j2_surge,246.0,J2,22,11,5.72,4.95,CRITICAL
